iteration,trainAcc,devAcc
0,0.4377731331939958,0.391304347826087
1,0.520235607068212,0.4682274247491639
2,0.5504465133954018,0.5083612040133779
3,0.556336690100703,0.4816053511705686
4,0.5785673570207106,0.5
5,0.5732471974159224,0.4816053511705686
6,0.5954778643359301,0.5050167224080268
7,0.6030780923427703,0.5016722408026756
8,0.5975679270378111,0.5016722408026756
9,0.6051681550446514,0.49331103678929766
10,0.6078282348470454,0.4983277591973244
11,0.6015580467414022,0.49498327759197325
12,0.6009880296408893,0.4816053511705686
13,0.6175185255557667,0.5016722408026756
14,0.6142884286528596,0.5083612040133779
15,0.6173285198555957,0.5100334448160535
16,0.6161884856545696,0.5083612040133779
17,0.6224586737602128,0.5083612040133779
18,0.6205586167585028,0.5016722408026756
19,0.6211286338590157,0.5117056856187291
20,0.6196085882576478,0.5150501672240803
21,0.6188485654569638,0.5117056856187291
22,0.6201786053581607,0.5083612040133779
23,0.6239787193615809,0.5083612040133779
24,0.6211286338590157,0.5083612040133779
25,0.6194185825574767,0.5150501672240803
26,0.6232186965608968,0.5117056856187291
27,0.6215086452593578,0.5100334448160535
28,0.6228386851605549,0.5117056856187291
29,0.627208816264488,0.5133779264214047
